Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
35799592,03/26/2017 01:53:00 PM,03/28/2017 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10002,69 CLINTON STREET,CLINTON STREET,STANTON STREET,RIVINGTON STREET,,,ADDRESS,NEW YORK,,DSNY Garage,Closed,,Â A Litter Basket was placed at the location.,03/28/2017 12:00:00 PM,03 MANHATTAN,MANHATTAN,988422,201352,Unspecified,MANHATTAN,,,,,,,,40.719340469424445,-73.98494951594621,"(40.719340469424445, -73.98494951594621)"
35800983,03/26/2017 01:49:00 PM,03/27/2017 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10002,153 ESSEX STREET,ESSEX STREET,RIVINGTON STREET,STANTON STREET,,,ADDRESS,NEW YORK,,DSNY Garage,Closed,,Â A Litter Basket was placed at the location.,03/27/2017 12:00:00 PM,03 MANHATTAN,MANHATTAN,987822,201843,Unspecified,MANHATTAN,,,,,,,,40.72068840874191,-73.98711375448764,"(40.72068840874191, -73.98711375448764)"
35801623,03/26/2017 01:56:00 PM,03/27/2017 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10002,152 LUDLOW STREET,LUDLOW STREET,RIVINGTON STREET,STANTON STREET,,,ADDRESS,NEW YORK,,DSNY Garage,Closed,,Â A Litter Basket was placed at the location.,03/27/2017 12:00:00 PM,03 MANHATTAN,MANHATTAN,987586,201893,Unspecified,MANHATTAN,,,,,,,,40.72082573882578,-73.9879651165761,"(40.72082573882578, -73.9879651165761)"
35855445,04/03/2017 11:38:00 AM,04/04/2017 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10009,110 EAST    1 STREET,EAST    1 STREET,,,,,ADDRESS,NEW YORK,,DSNY Garage,Closed,,Â A Litter Basket was placed at the location.,04/04/2017 12:00:00 PM,03 MANHATTAN,MANHATTAN,987927,202516,Unspecified,MANHATTAN,,,,,,,,40.72253558818743,-73.98673459181074,"(40.72253558818743, -73.98673459181074)"
35948458,04/14/2017 10:08:00 AM,04/15/2017 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10002,,,,,HENRY STREET,CLINTON STREET,INTERSECTION,NEW YORK,,DSNY Garage,Closed,,Â A Litter Basket was placed at the location.,04/15/2017 12:00:00 PM,03 MANHATTAN,MANHATTAN,987837,199274,Unspecified,MANHATTAN,,,,,,,,40.71363711389729,-73.98706100987009,"(40.71363711389729, -73.98706100987009)"
36035527,04/26/2017 10:53:00 AM,04/27/2017 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10002,,,,,EAST BROADWAY,CLINTON STREET,INTERSECTION,NEW YORK,,DSNY Garage,Closed,,Â A Litter Basket was placed at the location.,04/27/2017 12:00:00 PM,03 MANHATTAN,MANHATTAN,987808,199520,Unspecified,MANHATTAN,,,,,,,,40.714312336886195,-73.98716548836047,"(40.714312336886195, -73.98716548836047)"
36041987,04/26/2017 10:38:00 AM,04/27/2017 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10002,,,,,EAST BROADWAY,MONTGOMERY STREET,INTERSECTION,NEW YORK,,DSNY Garage,Closed,,The location does not meet the criteria for Litter Basket placement.,04/27/2017 12:00:00 PM,03 MANHATTAN,MANHATTAN,988313,199574,Unspecified,MANHATTAN,,,,,,,,40.7144603364868,-73.98534380645394,"(40.7144603364868, -73.98534380645394)"
36058385,04/27/2017 07:12:00 PM,04/28/2017 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10003,,,,,EAST 7 STREET,2 AVENUE,INTERSECTION,NEW YORK,,DSNY Garage,Closed,,Â A Litter Basket was placed at the location.,04/28/2017 12:00:00 PM,03 MANHATTAN,MANHATTAN,987543,204498,Unspecified,MANHATTAN,,,,,,,,40.72797584812249,-73.98811896783015,"(40.72797584812249, -73.98811896783015)"
36148001,05/08/2017 10:40:00 PM,05/09/2017 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10038,,,,,MADISON STREET,OLIVER STREET,INTERSECTION,NEW YORK,,DSNY Garage,Closed,,Â A Litter Basket was placed at the location.,05/09/2017 12:00:00 PM,03 MANHATTAN,MANHATTAN,984868,198667,Unspecified,MANHATTAN,,,,,,,,40.711971749067594,-73.99777081235356,"(40.711971749067594, -73.99777081235356)"
36168314,05/11/2017 06:14:00 PM,05/12/2017 12:00:00 PM,DSNY,Manhattan 03,Overflowing Litter Baskets,6 Overflowing Litter Baskets,Sidewalk,10038,,,CATHERINE STREET,EAST BROADWAY,CATHERINE STREET,EAST BROADWAY,INTERSECTION,NEW YORK,,DSNY Garage,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,05/12/2017 12:00:00 PM,03 MANHATTAN,MANHATTAN,984998,199212,Unspecified,MANHATTAN,,,,,,,,40.713467634202615,-73.99730182883341,"(40.713467634202615, -73.99730182883341)"
36237218,05/19/2017 06:18:00 PM,05/20/2017 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10009,108 EAST    1 STREET,EAST    1 STREET,1 AVENUE,,,,ADDRESS,NEW YORK,,DSNY Garage,Closed,,Â A Litter Basket was placed at the location.,05/20/2017 12:00:00 PM,03 MANHATTAN,MANHATTAN,987915,202523,Unspecified,MANHATTAN,,,,,,,,40.72255480647421,-73.9867778800565,"(40.72255480647421, -73.9867778800565)"
36245851,05/21/2017 09:08:00 AM,05/22/2017 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10002,,,COLUMBIA STREET,DELANCEY STREET,COLUMBIA STREET,DELANCEY STREET,INTERSECTION,NEW YORK,,DSNY Garage,Closed,,The location does not meet the criteria for Litter Basket placement.,05/22/2017 12:00:00 PM,03 MANHATTAN,MANHATTAN,989588,200202,Unspecified,MANHATTAN,,,,,,,,40.71618336885352,-73.980744084693,"(40.71618336885352, -73.980744084693)"
36413864,06/11/2017 11:08:00 AM,06/12/2017 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10002,,,,,EAST HOUSTON STREET,ALLEN STREET,INTERSECTION,NEW YORK,,DSNY Garage,Closed,,The location does not meet the criteria for Litter Basket placement.,06/12/2017 12:00:00 PM,03 MANHATTAN,MANHATTAN,987399,202661,Unspecified,MANHATTAN,,,,,,,,40.722933781818995,-73.98863937450832,"(40.722933781818995, -73.98863937450832)"
36444783,06/13/2017 02:41:00 PM,06/15/2017 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10002,63 HESTER STREET,HESTER STREET,,,,,ADDRESS,NEW YORK,,DSNY Garage,Closed,,Â A Litter Basket was placed at the location.,06/15/2017 12:00:00 PM,03 MANHATTAN,MANHATTAN,986901,200050,Unspecified,MANHATTAN,,,,,,,,40.715767378437974,-73.99043703398847,"(40.715767378437974, -73.99043703398847)"
36550079,06/24/2017 10:06:00 AM,06/27/2017 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10002,130 ORCHARD STREET,ORCHARD STREET,DELANCEY STREET,RIVINGTON STREET,,,ADDRESS,NEW YORK,,DSNY Garage,Closed,,Â A Litter Basket was placed at the location.,06/27/2017 12:00:00 PM,03 MANHATTAN,MANHATTAN,987200,201521,Unspecified,MANHATTAN,,,,,,,,40.71980482562339,-73.98935780508364,"(40.71980482562339, -73.98935780508364)"
36552767,06/24/2017 12:09:00 PM,06/27/2017 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10002,,,,,ORCHARD STREET,DELANCEY STREET,INTERSECTION,NEW YORK,,DSNY Garage,Closed,,Â A Litter Basket was placed at the location.,06/27/2017 12:00:00 PM,03 MANHATTAN,MANHATTAN,987086,201237,Unspecified,MANHATTAN,,,,,,,,40.7190253512577,-73.98976918244128,"(40.7190253512577, -73.98976918244128)"
36566197,06/27/2017 02:28:00 PM,06/28/2017 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10009,,,,,AVENUE C,EAST 2 STREET,INTERSECTION,NEW YORK,,DSNY Garage,Closed,,The Department of Sanitation cleaned the location.,06/28/2017 12:00:00 PM,03 MANHATTAN,MANHATTAN,989493,201966,Unspecified,MANHATTAN,,,,,,,,40.72102518154132,-73.98108540680165,"(40.72102518154132, -73.98108540680165)"
36575407,06/28/2017 05:15:00 PM,06/29/2017 12:00:00 PM,DSNY,Manhattan 03,Overflowing Litter Baskets,6 Overflowing Litter Baskets,Sidewalk,10013,67 MULBERRY STREET,MULBERRY STREET,BEND,BAYARD STREET,,,ADDRESS,NEW YORK,,DSNY Garage,Pending,,The Department of Sanitation investigated and found this complaint to be out of jurisdiction. The Department of Sanitation reviewed this and found it not to be meeting the criteria for a compliant or service request.,06/29/2017 12:00:00 PM,03 MANHATTAN,MANHATTAN,984421,200065,Unspecified,MANHATTAN,,,,,,,,40.71580894537456,-73.99938315043208,"(40.71580894537456, -73.99938315043208)"
36525322,06/22/2017 07:41:00 PM,06/23/2017 12:00:00 PM,DSNY,Manhattan 03,Overflowing Litter Baskets,6 Overflowing Litter Baskets,Sidewalk,10009,,,,,EAST 14 STREET,AVENUE A,INTERSECTION,NEW YORK,,DSNY Garage,Closed,,The Department of Sanitation cleaned the location.,06/23/2017 12:00:00 PM,03 MANHATTAN,MANHATTAN,989699,205397,Unspecified,MANHATTAN,,,,,,,,40.73044231804128,-73.98033946526458,"(40.73044231804128, -73.98033946526458)"
36595910,07/01/2017 03:09:00 PM,07/03/2017 12:00:00 PM,DSNY,Manhattan 03,Overflowing Litter Baskets,6 Overflowing Litter Baskets,Sidewalk,10009,,,,,AVENUE A,EAST 10 STREET,INTERSECTION,NEW YORK,,DSNY Garage,Closed,,The Department of Sanitation cleaned the location.,07/03/2017 12:00:00 PM,03 MANHATTAN,MANHATTAN,989176,204451,Unspecified,MANHATTAN,,,,,,,,40.72784608591825,-73.982227193827,"(40.72784608591825, -73.982227193827)"
36667920,07/11/2017 07:53:00 AM,07/11/2017 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10002,,,,,STANTON STREET,ELDRIDGE STREET,INTERSECTION,NEW YORK,,DSNY Garage,Closed,,The location does not meet the criteria for Litter Basket placement.,07/11/2017 12:00:00 PM,03 MANHATTAN,MANHATTAN,987011,202292,Unspecified,MANHATTAN,,,,,,,,40.72192109565006,-73.99003931078362,"(40.72192109565006, -73.99003931078362)"
36672839,07/11/2017 07:55:00 AM,07/11/2017 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10002,,,,,ELDRIDGE STREET,EAST HOUSTON STREET,INTERSECTION,NEW YORK,,DSNY Garage,Closed,,The location does not meet the criteria for Litter Basket placement.,07/11/2017 12:00:00 PM,03 MANHATTAN,MANHATTAN,987190,202749,Unspecified,MANHATTAN,,,,,,,,40.723175392449484,-73.98939334391179,"(40.723175392449484, -73.98939334391179)"
36795516,07/25/2017 02:22:00 PM,07/27/2017 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10002,,,DELANCY STREET,COLUMBIA STREET,DELANCY STREET,COLUMBIA STREET,INTERSECTION,NEW YORK,,DSNY Garage,Closed,,The location does not meet the criteria for Litter Basket placement.,07/27/2017 12:00:00 PM,03 MANHATTAN,MANHATTAN,989588,200202,Unspecified,MANHATTAN,,,,,,,,40.71618336885352,-73.980744084693,"(40.71618336885352, -73.980744084693)"
36895313,08/07/2017 08:23:00 PM,08/08/2017 12:00:00 PM,DSNY,Department of Sanitation,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10003,156 2 AVENUE,2 AVENUE,EAST 9 STREET,EAST 10 STREET,,,ADDRESS,NEW YORK,,DSNY Garage,Closed,,Â A Litter Basket was placed at the location.,08/08/2017 12:00:00 PM,03 MANHATTAN,MANHATTAN,987876,205096,Unspecified,MANHATTAN,,,,,,,,40.729617081861406,-73.98691719291976,"(40.729617081861406, -73.98691719291976)"
52038223,09/30/2021 10:44:36 PM,10/16/2021 06:39:24 AM,DSNY,Department of Sanitation,Litter Basket Request,New Basket,Street,10002,CLINTON STREET,CLINTON STREET,CLINTON STREET,DELANCY STREET,CLINTON STREET,DELANCY STREET,INTERSECTION,,,,Closed,,The location does not meet the criteria for Litter Basket placement.,10/15/2021 07:47:29 AM,03 MANHATTAN,MANHATTAN,988196,200763,Unspecified,MANHATTAN,,,,,,,,40.71772390969891,-73.98576515589916,"(40.71772390969891, -73.98576515589916)"
37112111,09/01/2017 06:31:00 AM,09/05/2017 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10002,550J GRAND STREET,GRAND STREET,HENRY STREET,LEWIS STREET,,,ADDRESS,NEW YORK,,DSNY Garage,Closed,,The location does not meet the criteria for Litter Basket placement.,09/05/2017 12:00:00 PM,03 MANHATTAN,MANHATTAN,989683,199449,Unspecified,MANHATTAN,,,,,,,,40.71411650611962,-73.98040199628996,"(40.71411650611962, -73.98040199628996)"
37130826,09/08/2017 11:44:00 AM,09/09/2017 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10002,,,,,BROOME STREET,ALLEN STREET,INTERSECTION,NEW YORK,,DSNY Garage,Closed,,The Department of Sanitation cleaned the location.,09/09/2017 12:00:00 PM,03 MANHATTAN,MANHATTAN,986788,200976,Unspecified,MANHATTAN,,,,,,,,40.718309059514546,-73.99084431033397,"(40.718309059514546, -73.99084431033397)"
40286757,09/14/2018 04:22:00 PM,09/14/2018 04:22:00 PM,DSNY,Manhattan 03,Overflowing Litter Baskets,6 Overflowing Litter Baskets,Sidewalk,,,,,,,,,,,DSNY Garage,Closed,,"The Department of Sanitation has investigated the complaint and addressed the issue. If the problem persists, call 311 to enter a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",09/14/2018 04:22:00 PM,03 MANHATTAN,MANHATTAN,,,Unspecified,MANHATTAN,,,,,,,,,,
37255022,09/22/2017 10:51:00 AM,09/22/2017 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10009,888 EAST    6 STREET,EAST    6 STREET,AVENUE D,F D R DRIVE,,,ADDRESS,NEW YORK,,DSNY Garage,Closed,,The location does not meet the criteria for Litter Basket placement.,09/22/2017 12:00:00 PM,03 MANHATTAN,MANHATTAN,990861,202385,Unspecified,MANHATTAN,,,,,,,,40.722174318780866,-73.97614981264657,"(40.722174318780866, -73.97614981264657)"
37340532,10/03/2017 08:59:00 AM,10/03/2017 12:00:00 PM,DSNY,Manhattan 03,Overflowing Litter Baskets,6 Overflowing Litter Baskets,Sidewalk,10002,164 DELANCEY STREET,DELANCEY STREET,SUFFOLK STREET,CLINTON STREET,,,ADDRESS,NEW YORK,,DSNY Garage,Closed,,The Department of Sanitation cleaned the location.,10/03/2017 12:00:00 PM,03 MANHATTAN,MANHATTAN,988180,200773,Unspecified,MANHATTAN,,,,,,,,40.71775136442012,-73.98582286863697,"(40.71775136442012, -73.98582286863697)"
37720846,11/17/2017 10:36:00 AM,11/17/2017 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10013,18 BOWERY,BOWERY,CATHERINE STREET,PELL STREET,,,ADDRESS,NEW YORK,,DSNY Garage,Closed,,Â A Litter Basket was placed at the location.,11/17/2017 12:00:00 PM,03 MANHATTAN,MANHATTAN,985036,199602,Unspecified,MANHATTAN,,,,,,,,40.71453808782096,-73.99716471043236,"(40.71453808782096, -73.99716471043236)"
37928741,12/12/2017 02:25:00 PM,12/13/2017 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10038,27 ST JAMES PLACE,ST JAMES PLACE,MADISON STREET,JAMES STREET,,,ADDRESS,NEW YORK,,DSNY Garage,Closed,,Â A Litter Basket was placed at the location.,12/13/2017 12:00:00 PM,03 MANHATTAN,MANHATTAN,984369,198640,Unspecified,MANHATTAN,,,,,,,,40.71189766127491,-73.99957075560673,"(40.71189766127491, -73.99957075560673)"
37387678,10/08/2017 04:48:00 PM,10/10/2017 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,,SOUTH STREET,SOUTH STREET,MARKET SLIP,PIKE SLIP,,,BLOCKFACE,,,DSNY Garage,Closed,,The location does not meet the criteria for Litter Basket placement.,10/10/2017 12:00:00 PM,03 MANHATTAN,MANHATTAN,,,Unspecified,MANHATTAN,,,,,,,,,,
38177837,01/10/2018 11:01:00 AM,01/12/2018 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10002,205 EAST HOUSTON STREET,EAST HOUSTON STREET,ORCHARD STREET,EAST 1 STREET,,,ADDRESS,NEW YORK,,DSNY Garage,Closed,,The location does not meet the criteria for Litter Basket placement.,01/12/2018 12:00:00 PM,03 MANHATTAN,MANHATTAN,987770,202507,Unspecified,MANHATTAN,,,,,,,,40.72251094922887,-73.98730100093874,"(40.72251094922887, -73.98730100093874)"
38549898,02/26/2018 11:14:00 AM,02/28/2018 12:00:00 PM,DSNY,Manhattan 06,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10009,,,1 AVENUE,EAST 14 STREET,1 AVENUE,EAST 14 STREET,INTERSECTION,NEW YORK,,DSNY Garage,Closed,,Â A Litter Basket was placed at the location.,02/28/2018 12:00:00 PM,03 MANHATTAN,MANHATTAN,989085,205728,Unspecified,MANHATTAN,,,,,,,,40.731351188882584,-73.98255460051172,"(40.731351188882584, -73.98255460051172)"
39172465,05/11/2018 04:35:00 PM,05/16/2018 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10002,,,,,HESTER STREET,ESSEX STREET,INTERSECTION,NEW YORK,,DSNY Garage,Closed,,Â A Litter Basket was removed from this location due to household and/or commercial waste being placed in and/or alongside the basket.,05/16/2018 12:00:00 PM,03 MANHATTAN,MANHATTAN,987090,199972,Unspecified,MANHATTAN,,,,,,,,40.715553228452286,-73.98975528622384,"(40.715553228452286, -73.98975528622384)"
39184395,05/14/2018 09:10:00 AM,05/16/2018 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10009,15 AVENUE C,AVENUE C,,,,,ADDRESS,NEW YORK,,DSNY Garage,Closed,,"The Department of Sanitation has investigated the complaint and addressed the issue. If the problem persists, call 311 to enter a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",05/16/2018 12:00:00 PM,03 MANHATTAN,MANHATTAN,989507,201997,Unspecified,MANHATTAN,,,,,,,,40.721110260751395,-73.98103487633362,"(40.721110260751395, -73.98103487633362)"
39185500,05/14/2018 01:35:00 PM,05/15/2018 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10002,,,,,GRAND STREET,ELDRIDGE STREET,INTERSECTION,NEW YORK,,DSNY Garage,Closed,,Â A Litter Basket was removed from this location due to household and/or commercial waste being placed in and/or alongside the basket.,05/15/2018 12:00:00 PM,03 MANHATTAN,MANHATTAN,986406,200739,Unspecified,MANHATTAN,,,,,,,,40.717658652772144,-73.99222242936196,"(40.717658652772144, -73.99222242936196)"
39187874,05/14/2018 01:35:00 PM,05/15/2018 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10002,DELANCY STREET,DELANCY STREET,ATTORNEY STREET,RIDGE STREET,,,BLOCKFACE,NEW YORK,,DSNY Garage,Closed,,The location does not meet the criteria for Litter Basket placement.,05/15/2018 12:00:00 PM,03 MANHATTAN,MANHATTAN,988542,200619,Unspecified,MANHATTAN,,,,,,,,40.717328503167614,-73.98451708350873,"(40.717328503167614, -73.98451708350873)"
39192286,05/14/2018 01:37:00 PM,05/15/2018 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10002,,,,,FORSYTH STREET,GRAND STREET,INTERSECTION,NEW YORK,,DSNY Garage,Closed,,Â A Litter Basket was removed from this location due to household and/or commercial waste being placed in and/or alongside the basket.,05/15/2018 12:00:00 PM,03 MANHATTAN,MANHATTAN,986164,200835,Unspecified,MANHATTAN,,,,,,,,40.717922205390664,-73.99309539468375,"(40.717922205390664, -73.99309539468375)"
39428444,06/11/2018 10:57:00 AM,06/14/2018 12:00:00 PM,DSNY,Manhattan 03,Overflowing Litter Baskets,6 Overflowing Litter Baskets,Sidewalk,10002,95 BOWERY,BOWERY,HESTER STREET,GRAND STREET,,,ADDRESS,NEW YORK,,DSNY Garage,Closed,,"The Department of Sanitation has investigated the complaint and addressed the issue. If the problem persists, call 311 to enter a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",06/14/2018 12:00:00 PM,03 MANHATTAN,MANHATTAN,985546,200664,Unspecified,MANHATTAN,,,,,,,,40.717452963554265,-73.99532481427119,"(40.717452963554265, -73.99532481427119)"
39559142,06/24/2018 08:10:00 AM,07/02/2018 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10002,240 CHERRY STREET,CHERRY STREET,PIKE SLIP,RUTGERS SLIP,,,ADDRESS,NEW YORK,,DSNY Garage,Closed,,Â A Litter Basket was removed from this location due to household and/or commercial waste being placed in and/or alongside the basket.,07/02/2018 12:00:00 PM,03 MANHATTAN,MANHATTAN,986865,198359,Unspecified,MANHATTAN,,,,,,,,40.711125997452996,-73.99056755381497,"(40.711125997452996, -73.99056755381497)"
39681338,07/08/2018 05:56:00 PM,07/12/2018 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10002,,,,,CLINTON STREET,STANTON STREET,INTERSECTION,NEW YORK,,DSNY Garage,Closed,,The location does not meet the criteria for Litter Basket placement.,07/12/2018 12:00:00 PM,03 MANHATTAN,MANHATTAN,988553,201678,Unspecified,MANHATTAN,,,,,,,,40.72023519816055,-73.98447672523356,"(40.72023519816055, -73.98447672523356)"
39750145,07/16/2018 11:16:00 AM,07/16/2018 12:00:00 PM,DSNY,Manhattan 03,Overflowing Litter Baskets,6 Overflowing Litter Baskets,Sidewalk,10002,95 BOWERY,BOWERY,HESTER STREET,GRAND STREET,,,ADDRESS,NEW YORK,,DSNY Garage,Closed,,"The Department of Sanitation has investigated the complaint and addressed the issue. If the problem persists, call 311 to enter a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",07/16/2018 12:00:00 PM,03 MANHATTAN,MANHATTAN,985546,200664,Unspecified,MANHATTAN,,,,,,,,40.717452963554265,-73.99532481427119,"(40.717452963554265, -73.99532481427119)"
39774481,07/19/2018 09:20:00 AM,07/20/2018 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10002,,,,,EAST BROADWAY,CLINTON STREET,INTERSECTION,NEW YORK,,DSNY Garage,Closed,,Â A Litter Basket was placed at the location.,07/20/2018 12:00:00 PM,03 MANHATTAN,MANHATTAN,987808,199520,Unspecified,MANHATTAN,,,,,,,,40.714312336886195,-73.98716548836047,"(40.714312336886195, -73.98716548836047)"
39774601,07/19/2018 12:26:00 PM,07/20/2018 12:00:00 PM,DSNY,Manhattan 03,Overflowing Litter Baskets,6 Overflowing Litter Baskets,Sidewalk,10002,88 EAST BROADWAY,EAST BROADWAY,MANHATTAN BRIDGE,NYCTA SUBWAY,,,ADDRESS,NEW YORK,,DSNY Garage,Closed,,"The Department of Sanitation has investigated the complaint and addressed the issue. If the problem persists, call 311 to enter a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",07/20/2018 12:00:00 PM,03 MANHATTAN,MANHATTAN,985888,199313,Unspecified,MANHATTAN,,,,,,,,40.71374473510081,-73.99409141343955,"(40.71374473510081, -73.99409141343955)"
39780765,07/19/2018 09:18:00 AM,07/20/2018 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10002,,,,,GRAND STREET,CLINTON STREET,INTERSECTION,NEW YORK,,DSNY Garage,Closed,,Â A Litter Basket was placed at the location.,07/20/2018 12:00:00 PM,03 MANHATTAN,MANHATTAN,987931,200118,Unspecified,MANHATTAN,,,,,,,,40.715953653567944,-73.98672147252647,"(40.715953653567944, -73.98672147252647)"
40001071,08/12/2018 08:57:00 AM,08/13/2018 12:00:00 PM,DSNY,Manhattan 03,Overflowing Litter Baskets,6 Overflowing Litter Baskets,Sidewalk,10002,343 GRAND STREET,GRAND STREET,LUDLOW STREET,ESSEX STREET,,,ADDRESS,NEW YORK,,DSNY Garage,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,08/13/2018 12:00:00 PM,03 MANHATTAN,MANHATTAN,987090,200462,Unspecified,MANHATTAN,,,,,,,,40.716898161090604,-73.98975507949751,"(40.716898161090604, -73.98975507949751)"
40023418,08/14/2018 04:06:00 PM,08/16/2018 12:00:00 PM,DSNY,Manhattan 03,Overflowing Litter Baskets,6 Overflowing Litter Baskets,Sidewalk,10002,125 CANAL STREET,CANAL STREET,,,,,ADDRESS,NEW YORK,,DSNY Garage,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,08/16/2018 12:00:00 PM,03 MANHATTAN,MANHATTAN,985601,200104,Unspecified,MANHATTAN,,,,,,,,40.715915889539765,-73.9951265198606,"(40.715915889539765, -73.9951265198606)"
40056454,08/20/2018 06:54:00 AM,08/20/2018 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10009,,,,,AVENUE C,EAST SECOND STREET,INTERSECTION,NEW YORK,,DSNY Garage,Closed,,Â A Litter Basket was removed from this location due to household and/or commercial waste being placed in and/or alongside the basket.,08/20/2018 12:00:00 PM,03 MANHATTAN,MANHATTAN,989493,201966,Unspecified,MANHATTAN,,,,,,,,40.72102518154132,-73.98108540680165,"(40.72102518154132, -73.98108540680165)"
40061423,08/20/2018 09:10:00 AM,08/24/2018 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10002,166 DELANCEY STREET,DELANCEY STREET,CLINTON STREET,NYCTA SUBWAY,,,ADDRESS,NEW YORK,,DSNY Garage,Closed,,Â A Litter Basket was removed from this location due to household and/or commercial waste being placed in and/or alongside the basket.,08/24/2018 12:00:00 PM,03 MANHATTAN,MANHATTAN,988222,200755,Unspecified,MANHATTAN,,,,,,,,40.717701939984465,-73.98567136793353,"(40.717701939984465, -73.98567136793353)"
